Company Name,Contact Number,Company Description,Star Score,Link
N/A,N/A,Builders Guelph ON,N/A,https://homestars.com/companies/2705028-guelph-district-home-builders-assoc
MeinHaus Online General Contractor,(844) 777 4287,General Contractors Mississauga ON L5M 2L7,92%,https://homestars.com/companies/2895270-meinhaus-online-general-contractor
Lamaco Construction Inc.,(905) 975 6275,General Contractors Hamilton ON L8J 2Y1,90%,https://homestars.com/companies/3000720-lamaco-construction-inc
Clearspan Construction,(416) 878 6139,Basement Renovation Oakville ON L6L 0C7,97%,https://homestars.com/companies/2922000-clearspan-construction
N/A,N/A,Builders Guelph ON N1H 8N8,N/A,https://homestars.com/companies/221863-read-s-heritage-homes-ltd
N/A,N/A,Builders Guelph ON,N/A,https://homestars.com/companies/2751582-park-mall-guelph
N/A,N/A,Builders Guelph ON,N/A,https://homestars.com/companies/2752086-yeadon-fabric-structures-ltd
N/A,N/A,Builders Guelph ON,N/A,https://homestars.com/companies/2751623-p-j-materials-consultants
N/A,N/A,Builders ON,N/A,https://homestars.com/companies/2755155-terra-view-homes
N/A,N/A,Builders Guelph ON,N/A,https://homestars.com/companies/2666479-dunnink-homes-ltd
N/A,N/A,Builders Guelph ON N1G 3G8,N/A,https://homestars.com/companies/224198-shandell-homes
N/A,N/A,Builders Guelph ON N1L 1B4,N/A,https://homestars.com/companies/224180-shadybrook-homes-ltd
N/A,N/A,Builders Guelph ON N1K 1N5,N/A,https://homestars.com/companies/199192-c-r-d-construction-ltd
N/A,N/A,Builders Guelph ON N1H 3C6,N/A,https://homestars.com/companies/199346-cameron-contracting
Better Bonded Construction,(437) 855 9080,General Contractors Mississauga ON L4Z 3K8,89%,https://homestars.com/companies/2995979-better-bonded-construction
All Hands on Deck,(519) 808 7808,Decks Hamilton ON L9C 7N2,90%,https://homestars.com/companies/2944093-all-hands-on-deck
Better Bonded Construction,(437) 855 9080,General Contractors Mississauga ON L4Z 3K8,89%,https://homestars.com/companies/2995979-better-bonded-construction
BirdHaus Building Company,(647) 523 8317,Decks Wellington County Rd 50 ON N0B,90%,https://homestars.com/companies/2970875-birdhaus-building-company
Arbor Decks and Carpentry,(416) 854 7965,Carpenters Burlington ON L7P 0V5,89%,https://homestars.com/companies/2993052-arbor-decks-and-carpentry
Brandon's Beautiful Builds,(226) 232 4493,General Contractors Woodstock ON N4S 5W4,88%,https://homestars.com/companies/2992073-brandon-s-beautiful-builds
Vuic Contracting,(905) 870 3225,General Contractors Haldimand County ON N0A 1P0,89%,https://homestars.com/companies/2974592-vuic-contracting
CNS Custom Home Ltd,(416) 948 2866,Decks Mississauga ON L5J 4M9,94%,https://homestars.com/companies/2945506-cns-custom-home-ltd
Karmi,(647) 895 3435,Concrete Contractors Brampton ON L6W 4E5,87%,https://homestars.com/companies/2878575-karmi
Charette Carpentry Inc.,(519) 940 1452,General Contractors Fergus ON N1M 1S1,90%,https://homestars.com/companies/3005118-charette-carpentry-inc
ERIN MILLS FENCE AND DECK SOLUTIONS,(647) 686 5877,Fences & Gates Mississauga ON L5L 1A4,87%,https://homestars.com/companies/2966741-erin-mills-fence-and-deck-solutions
Ricochet ltd,(416) 871 2030,General Contractors Richmond Hill ON L4B 4V4,88%,https://homestars.com/companies/2958924-ricochet-ltd
Mellow GC,(647) 766 4359,Fences & Gates Mississauga ON L5B,88%,https://homestars.com/companies/2978656-mellow-gc
Milanos All-Star Construction Inc.,(905) 921 6101,General Contractors Hamilton ON L8G 3R2,95%,https://homestars.com/companies/2919323-Milanos-All-Star-Construction-Inc
Horn Property Maintenance And Construction,(905) 869 4676,Decks Burlington ON,95%,https://homestars.com/companies/2879251-horn-property-maintenance-construction
MJM Landscaping,(416) 806 1719,Fences & Gates Burlington ON L7L 3S6,97%,https://homestars.com/companies/2990498-mjm-landscaping
Conscape Canada Inc,(905) 691 4123,Interlocking Stone ON,95%,https://homestars.com/companies/2984467-conscape-canada-inc
TC contracting,(905) 967 3869,General Contractors Orangeville ON,96%,https://homestars.com/companies/2927836-tc-contracting
Martin and Mousso Renovations Inc.,(226) 220 1196,Art Metal Work Waterloo ON N2K 4G9,95%,https://homestars.com/companies/2947410-martin-and-mousso-renovations-inc
CNS Custom Home Ltd,(416) 948 2866,Decks Mississauga ON L5J 4M9,94%,https://homestars.com/companies/2945506-cns-custom-home-ltd
Vuic Contracting,(905) 870 3225,General Contractors Haldimand County ON N0A 1P0,89%,https://homestars.com/companies/2974592-vuic-contracting
MEADOWLANDS GROUP INC,(289) 500 4002,General Contractors Newmarket ON L3X 3B9,96%,https://homestars.com/companies/2944128-meadowlands-group-inc
Excel Framing,(519) 919 9664,General Contractors Brunner ON N0K 1C0,82%,https://homestars.com/companies/2984470-excel-framing
Ethan and Brother Building Contractor,(519) 502 4678,Bathroom Renovation Kitchener ON N2M 4X6,86%,https://homestars.com/companies/2991015-ethan-and-brother-building-contractor
New Point Construction,(905) 298 1258,Bathroom Renovation Mississauga ON L4T 0A7,80%,https://homestars.com/companies/2930441-new-point-construction
Mississauga Reno Crew,(647) 828 6948,Decks Mississauga ON L4T 1T8,90%,https://homestars.com/companies/2917672-mississauga-reno-crew
Resolut Fencing and Decks,(519) 404 1525,Fences & Gates Waterloo ON N2L 4E2,89%,https://homestars.com/companies/2996492-resolut-fencing-and-decks
Excel Framing,(519) 919 9664,General Contractors Brunner ON N0K 1C0,82%,https://homestars.com/companies/2984470-excel-framing
A1 Deck And Fence,(519) 760 2277,Decks Guelph ON N1H 6H9,N/A,https://homestars.com/companies/2885866-a1-deck-and-fence
Davin Fondevilla Construction Ltd.,(226) 338 8408,Decks Kitchener ON N2E 0B3,N/A,https://homestars.com/companies/3003780-davin-fondevilla-construction-ltd
Willowglen Construction,(905) 906 9455,Decks Dunnville ON N1A 2W2,N/A,https://homestars.com/companies/3005136-willowglen-construction
N/A,N/A,Fences & Gates Breslau ON,85%,https://homestars.com/companies/2988970-wheeldon-fencing
N/A,N/A,Fences & Gates Oakville ON L6L 5P1,16%,https://homestars.com/companies/2850287-tri-city-fencing
Conscape Canada Inc,(905) 691 4123,Interlocking Stone ON,95%,https://homestars.com/companies/2984467-conscape-canada-inc
Mellow GC,(647) 766 4359,Fences & Gates Mississauga ON L5B,88%,https://homestars.com/companies/2978656-mellow-gc
MG Construction Corporation,(647) 667 0192,Decks Erin ON N0B 1T0,99%,https://homestars.com/companies/2955590-mg-construction-corporation
N/A,N/A,Fences & Gates Guelph ON N1E 0A7,N/A,https://homestars.com/companies/2983867-royal-pro-guelph
N/A,N/A,Fences & Gates Linwood ON,N/A,https://homestars.com/companies/2645118-glen-allan-pillars
N/A,N/A,Fences & Gates Guelph ON,N/A,https://homestars.com/companies/2764293-main-james-fence-ltd
N/A,N/A,Fences & Gates Guelph ON N1G 4L5,N/A,https://homestars.com/companies/223337-s-b-outdoor-specialists
N/A,N/A,Fences & Gates Ariss ON,N/A,https://homestars.com/companies/2610260-ariss-fencing
N/A,N/A,Fences & Gates Guelph ON,N/A,https://homestars.com/companies/2604924-town-country-fencing-ltd
Vule Tile,(416) 970 3232,Tile & Stone Contractors Burlington ON L7L 4C7,99%,https://homestars.com/companies/2580830-vule-tile
SWEETHOME FLOORING INC.,(519) 781 8771,Floor Laying & Refinishing Waterloo ON N2L 3Z3,98%,https://homestars.com/companies/2982940-sweethome-flooring-inc
Tru-line flooring and tile inc.,(416) 576 2127,Tile & Stone Contractors Orangeville ON L9W 4M4,N/A,https://homestars.com/companies/3002865-tru-line-flooring-and-tile-inc
Miracle Marble,(905) 597 7848,Countertops Vaughan ON L4K 2K1,99%,https://homestars.com/companies/2784079-miracle-marble
Stone Selex Inc,(905) 672 2887,Tile & Stone Contractors ON L4W 4T6,95%,https://homestars.com/companies/2800376-stone-selex-inc
AS Construction,(289) 242 5773,Tile & Stone Contractors Oakville ON L6H 7M4,98%,https://homestars.com/companies/2987429-as_construction
Quick Quartz Countertops,(289) 939 1193,Countertops Pickering ON L1V 1B5,94%,https://homestars.com/companies/2897425-quick-quartz-countertops
One Tile,(365) 888 5766,Tile & Stone Contractors Grimsby ON L3M 4E8,90%,https://homestars.com/companies/2999250-one-tile
Almighty construction,(289) 489 7239,Tile & Stone Contractors Hamilton ON L8K 1Y4,98%,https://homestars.com/companies/2988661-almighty-construction
RG Home Improvements,(226) 666 7666,Handyman Services Kitchener ON N2R 1K7,98%,https://homestars.com/companies/2952073-rg-home-improvements
SWEETHOME FLOORING INC.,(519) 781 8771,Floor Laying & Refinishing Waterloo ON N2L 3Z3,98%,https://homestars.com/companies/2982940-sweethome-flooring-inc
tilecontractor.ca,(519) 369 7492,Tile & Stone Contractors Kitchener ON N2G 1E9,98%,https://homestars.com/companies/2975503-tilecontractor-ca
Creative Touch Tiles,(647) 468 7737,Tile & Stone Contractors Vaughan ON L4K 5W4,88%,https://homestars.com/companies/2972817-creative-touch-tiles
AS Construction,(289) 242 5773,Tile & Stone Contractors Oakville ON L6H 7M4,98%,https://homestars.com/companies/2987429-as_construction
Global Alliance Depot,(705) 466 9997,Floor Retailers ON L0M 1S0,89%,https://homestars.com/companies/3002460-global-alliance-depot
AJ Ceramic Tile and Marble Ltd.,(416) 729 4889,Tile & Stone Contractors Mississauga ON L4T 1B5,98%,https://homestars.com/companies/2951191-aj-ceramic-tile-and-marble-ltd
AJ Ceramic Tile and Marble Ltd.,(416) 729 4889,Tile & Stone Contractors Mississauga ON L4T 1B5,98%,https://homestars.com/companies/2951191-aj-ceramic-tile-and-marble-ltd
Keyes Contracting,(519) 771 9119,Countertops Brant ON N0E 1N0,86%,https://homestars.com/companies/2993658-keyes-contracting
Custom Marble And Tile Ltd,(226) 337 0574,Tile & Stone Contractors Guelph ON N1E 1B8,93%,https://homestars.com/companies/2908115-custom-marble-and-tile-ltd
Global Alliance Depot,(705) 466 9997,Floor Retailers ON L0M 1S0,89%,https://homestars.com/companies/3002460-global-alliance-depot
Tru-line flooring and tile inc.,(416) 576 2127,Tile & Stone Contractors Orangeville ON L9W 4M4,N/A,https://homestars.com/companies/3002865-tru-line-flooring-and-tile-inc
N/A,N/A,Tile & Stone Contractors Erin ON N0B 1T0,91%,https://homestars.com/companies/2784230-diamond-tile-installations
N/A,N/A,Tile & Stone Contractors Fergus ON N1M 2H2,N/A,https://homestars.com/companies/2999671-sublimestone
N/A,N/A,Tile & Stone Contractors GUELPH ON N1L,58%,https://homestars.com/companies/2781887-ventresca-tile
N/A,N/A,Tile & Stone Contractors GUELPH ON N1E1G6,68%,https://homestars.com/companies/2795719-ceramic-art
N/A,N/A,Tile & Stone Contractors Guelph ON N1K 1V5,N/A,https://homestars.com/companies/2898766-tucks-tilework
Tru-line flooring and tile inc.,(416) 576 2127,Tile & Stone Contractors Orangeville ON L9W 4M4,N/A,https://homestars.com/companies/3002865-tru-line-flooring-and-tile-inc
Keyes Contracting,(519) 771 9119,Countertops Brant ON N0E 1N0,86%,https://homestars.com/companies/2993658-keyes-contracting
Creative Touch Tiles,(647) 468 7737,Tile & Stone Contractors Vaughan ON L4K 5W4,88%,https://homestars.com/companies/2972817-creative-touch-tiles
N/A,N/A,Tile & Stone Contractors Guelph ON,N/A,https://homestars.com/companies/2622173-guelph-classic-tile
Best choice home renovations,(647) 890 4777,Drywall Contractors Mississauga ON L5N 7R9,90%,https://homestars.com/companies/2999098-best-choice-home-renovations
SCT Drywall,(905) 407 3940,Drywall Contractors Mississauga ON L5B 4P2,97%,https://homestars.com/companies/2942248-sct-drywall
Marshall Drywall and Taping,(226) 450 4520,Drywall Contractors Brantford ON N3R 2L7,90%,https://homestars.com/companies/2998571-marshall-drywall-and-taping
Silva Taping & Drywall,(416) 996 1972,Drywall Contractors Milton ON L9T 0H6,97%,https://homestars.com/companies/2949791-silva-taping-drywall
Northern Level Contractors,(647) 975 7903,Drywall Contractors Mississauga ON L4T 1B7,97%,https://homestars.com/companies/2945294-northern-level-contractors
Drywallers.Ca,(705) 791 1509,Drywall Contractors Hawkestone ON L0L1T0,96%,https://homestars.com/companies/2814931-drywallers-ca
The Home Upgraders,(647) 371 1937,Plastering Toronto ON M4L 2G7,90%,https://homestars.com/companies/2929701-the-home-upgraders
A.R.M.3 Construction INC,(647) 469 7791,Drywall Contractors Brampton ON L6X 0R4,90%,https://homestars.com/companies/3005441-a-r-m-3-construction-inc
Marshall Drywall and Taping,(226) 450 4520,Drywall Contractors Brantford ON N3R 2L7,90%,https://homestars.com/companies/2998571-marshall-drywall-and-taping
Holden Drywall,(519) 357 6879,Drywall Contractors Belgrave ON N0G 1E0,88%,https://homestars.com/companies/2997182-holden-drywall
Curtis renovations,(226) 868 7832,Drywall Contractors Guelph ON N1E 3A8,88%,https://homestars.com/companies/2976682-curtis-renovations
SCT Drywall,(905) 407 3940,Drywall Contractors Mississauga ON L5B 4P2,97%,https://homestars.com/companies/2942248-sct-drywall
Kaplan Construction,(416) 829 8537,Paint & Wallpaper Contractors Toronto ON M2M 1Y9,98%,https://homestars.com/companies/2989377-kaplan-construction
Northern Level Contractors,(647) 975 7903,Drywall Contractors Mississauga ON L4T 1B7,97%,https://homestars.com/companies/2945294-northern-level-contractors
Metro Renos,(226) 979 1595,Kitchen Planning & Renovation Guelph ON N1K 1X7,68%,https://homestars.com/companies/2993606-metro-renos
Safeway Demo & Environmental Services,(416) 474 3978,"Asbestos, Lead, and Radon Removal Toronto ON M4E 1S3",97%,https://homestars.com/companies/2972621-safeway-demo-environmental-services
SAGA,(647) 906 6906,Stucco Waterloo ON N2T 2H9,90%,https://homestars.com/companies/2949420-saga
Quality Drywall Repairs,(647) 466 1173,Drywall Contractors Kitchener ON,98%,https://homestars.com/companies/2988143-quality-drywall-repairs
Carre Parfait Inc,(647) 203 9950,Drywall Contractors Oakville ON L6M 3W2,98%,https://homestars.com/companies/2977635-carre-parfait-inc
Safeway Demo & Environmental Services,(416) 474 3978,"Asbestos, Lead, and Radon Removal Toronto ON M4E 1S3",97%,https://homestars.com/companies/2972621-safeway-demo-environmental-services
H&H Drywall & Acoustics,(416) 803 1555,Drywall Contractors Hamilton ON L8W 1E3,88%,https://homestars.com/companies/2985574-h-h-drywall-acoustics
Ross coatings pro painters,(289) 689 6439,Paint & Wallpaper Contractors Hamilton ON L9C 5Y9,85%,https://homestars.com/companies/2939928-ross-coatings-pro-painters
AR DRYWALL,(226) 750 6678,Drywall Contractors Kitchener ON N2A 0E1,89%,https://homestars.com/companies/2953902-ar-drywall
Tiol Drywall,(647) 741 6014,Drywall Contractors Toronto ON M3L 1K4,81%,https://homestars.com/companies/2899423-tiol-drywall
Metro Renos,(226) 979 1595,Kitchen Planning & Renovation Guelph ON N1K 1X7,68%,https://homestars.com/companies/2993606-metro-renos
CW services,(226) 993 0260,General Contractors Leamington ON N8H 3V4,N/A,https://homestars.com/companies/3002950-cw-services
Silva Taping & Drywall,(416) 996 1972,Drywall Contractors Milton ON L9T 0H6,97%,https://homestars.com/companies/2949791-silva-taping-drywall
Carre Parfait Inc,(647) 203 9950,Drywall Contractors Oakville ON L6M 3W2,98%,https://homestars.com/companies/2977635-carre-parfait-inc
Metro Renos,(226) 979 1595,Kitchen Planning & Renovation Guelph ON N1K 1X7,68%,https://homestars.com/companies/2993606-metro-renos
Black Lion Drywall Ltd.,(905) 929 6421,Drywall Contractors Hamilton ON L9K1R3,N/A,https://homestars.com/companies/3006095-black-lion-drywall-ltd
N/A,N/A,Drywall Contractors Oshawa ON L1G 1C5,81%,https://homestars.com/companies/2916085-plaster-masters
N/A,N/A,Drywall Contractors Guelph ON N1E 4J4,82%,https://homestars.com/companies/2976201-done-right-renos
N/A,N/A,Drywall Contractors Guelph ON N1E 0G9,79%,https://homestars.com/companies/2780526-mudslingers
N/A,N/A,Drywall Contractors Guelph ON N1K1A3,0%,https://homestars.com/companies/2856837-complete-interior-finishing
N/A,N/A,Drywall Contractors Rockwood ON N0B 2K0,N/A,https://homestars.com/companies/2928156-patchmaster
N/A,N/A,Drywall Contractors Guelph ON N1C 0A1,N/A,https://homestars.com/companies/2933573-matthew-ball-drywall
N/A,N/A,Drywall Contractors Guelph ON N1H 5W2,N/A,https://homestars.com/companies/2898099-a-g-m-home-renovations
